cp,municipio,provincia,ccaa
30612,Ulea,Murcia,Región de Murcia
30613,Villanueva del Río Segura,Murcia,Región de Murcia
30620,Fortuna,Murcia,Región de Murcia
30626,Fortuna,Murcia,Región de Murcia
30627,Molina de Segura,Murcia,Región de Murcia
30628,Fortuna,Murcia,Región de Murcia
30629,Fortuna,Murcia,Región de Murcia
30640,Abanilla,Murcia,Región de Murcia
30648,Abanilla,Murcia,Región de Murcia
30649,Abanilla,Murcia,Región de Murcia
30700,Torre-Pacheco,Murcia,Región de Murcia
30708,Torre-Pacheco,Murcia,Región de Murcia
30709,Torre-Pacheco,Murcia,Región de Murcia
30710,Cartagena,Murcia,Región de Murcia
30710,San Javier,Murcia,Región de Murcia
30710,Torre-Pacheco,Murcia,Región de Murcia
30710,Los Alcázares,Murcia,Región de Murcia
30720,San Javier,Murcia,Región de Murcia
30729,San Javier,Murcia,Región de Murcia
30730,San Javier,Murcia,Región de Murcia
30739,San Javier,Murcia,Región de Murcia
30739,Torre-Pacheco,Murcia,Región de Murcia
30740,San Pedro del Pinatar,Murcia,Región de Murcia
30800,Lorca,Murcia,Región de Murcia
30810,Lorca,Murcia,Región de Murcia
30811,Lorca,Murcia,Región de Murcia
30812,Lorca,Murcia,Región de Murcia
30813,Lorca,Murcia,Región de Murcia
30814,Lorca,Murcia,Región de Murcia
30815,Lorca,Murcia,Región de Murcia
30816,Lorca,Murcia,Región de Murcia
30817,Lorca,Murcia,Región de Murcia
30818,Lorca,Murcia,Región de Murcia
30820,Alcantarilla,Murcia,Región de Murcia
30830,Murcia,Murcia,Región de Murcia
30831,Murcia,Murcia,Región de Murcia
30832,Murcia,Murcia,Región de Murcia
30833,Murcia,Murcia,Región de Murcia
30834,Murcia,Murcia,Región de Murcia
30835,Murcia,Murcia,Región de Murcia
30836,Murcia,Murcia,Región de Murcia
30837,Murcia,Murcia,Región de Murcia
30840,Alhama de Murcia,Murcia,Región de Murcia
30848,Alhama de Murcia,Murcia,Región de Murcia
30849,Alhama de Murcia,Murcia,Región de Murcia
30850,Totana,Murcia,Región de Murcia
30858,Mazarrón,Murcia,Región de Murcia
30858,Totana,Murcia,Región de Murcia
30859,Aledo,Murcia,Región de Murcia
30860,Mazarrón,Murcia,Región de Murcia
30868,Cartagena,Murcia,Región de Murcia
30868,Mazarrón,Murcia,Región de Murcia
30870,Mazarrón,Murcia,Región de Murcia
30875,Mazarrón,Murcia,Región de Murcia
30876,Águilas,Murcia,Región de Murcia
30876,Lorca,Murcia,Región de Murcia
30876,Mazarrón,Murcia,Región de Murcia
30877,Mazarrón,Murcia,Región de Murcia
30878,Lorca,Murcia,Región de Murcia
30878,Mazarrón,Murcia,Región de Murcia
30879,Mazarrón,Murcia,Región de Murcia
30880,Águilas,Murcia,Región de Murcia
30889,Águilas,Murcia,Región de Murcia
30889,Lorca,Murcia,Región de Murcia
30890,Lorca,Murcia,Región de Murcia
30890,Puerto Lumbreras,Murcia,Región de Murcia
30891,Puerto Lumbreras,Murcia,Región de Murcia
